# t (s)	mx ()	my ()	mz ()	ext_exactdwposavg (m)	ext_exactdwvelavg (m/s)
7.589999999999934e-09	-1.16293194e-07	-0.07191049	0.74995494	2.7399423e-07	0
7.599999999999934e-09	-1.085044e-07	-0.07191049	0.74995494	2.7399423e-07	0
7.609999999999934e-09	-1.0037763e-07	-0.07191049	0.74995494	2.7399423e-07	0
7.619999999999934e-09	-9.664883e-08	-0.07191049	0.74995494	2.7399423e-07	0
7.629999999999933e-09	-9.4549705e-08	-0.07191049	0.74995476	2.739942e-07	-0.0015258789
7.639999999999933e-09	-9.213231e-08	-0.07191049	0.7499548	2.7399423e-07	0.00076293945
7.649999999999933e-09	-9.347123e-08	-0.07191049	0.7499548	2.739942e-07	-0.00076293945
7.659999999999933e-09	-9.1428724e-08	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
7.669999999999932e-09	-8.8131834e-08	-0.07191049	0.74995476	2.739942e-07	0
7.679999999999932e-09	-8.129332e-08	-0.07191049	0.74995476	2.739942e-07	0
7.689999999999932e-09	-7.5394055e-08	-0.07191049	0.74995476	2.739942e-07	0
7.699999999999932e-09	-7.014785e-08	-0.07191049	0.74995476	2.739942e-07	0
7.709999999999931e-09	-6.556196e-08	-0.07191049	0.74995476	2.739942e-07	0
7.719999999999931e-09	-5.9077802e-08	-0.07191049	0.74995476	2.739942e-07	0
7.729999999999931e-09	-5.398994e-08	-0.07191049	0.74995476	2.739942e-07	0
7.73999999999993e-09	-5.1979903e-08	-0.07191049	0.74995476	2.739942e-07	0
7.74999999999993e-09	-5.040918e-08	-0.07191049	0.74995476	2.739942e-07	0
7.75999999999993e-09	-4.9035595e-08	-0.07191049	0.74995476	2.739942e-07	0
7.76999999999993e-09	-4.38951e-08	-0.07191049	0.74995476	2.739942e-07	0
7.77999999999993e-09	-3.6168494e-08	-0.07191049	0.74995476	2.739942e-07	0
7.78999999999993e-09	-2.8271208e-08	-0.07191049	0.74995476	2.739942e-07	0
7.79999999999993e-09	-1.9763553e-08	-0.07191049	0.74995476	2.739942e-07	0
7.809999999999929e-09	-1.2542133e-08	-0.07191049	0.74995476	2.739942e-07	0
7.819999999999929e-09	-6.4795374e-09	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
7.829999999999929e-09	-4.5600484e-10	-0.07191049	0.7499547	2.739942e-07	0
7.839999999999928e-09	5.480896e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
7.849999999999928e-09	1.1749464e-08	-0.07191049	0.74995476	2.739942e-07	0
7.859999999999928e-09	1.6347212e-08	-0.07191049	0.74995476	2.739942e-07	0
7.869999999999928e-09	2.024034e-08	-0.07191049	0.74995476	2.739942e-07	0
7.879999999999927e-09	2.3683837e-08	-0.07191049	0.74995476	2.739942e-07	0
7.889999999999927e-09	2.3353783e-08	-0.07191049	0.74995476	2.739942e-07	0
7.899999999999927e-09	2.1680508e-08	-0.07191049	0.74995476	2.739942e-07	0
7.909999999999927e-09	1.7904817e-08	-0.07191049	0.74995476	2.739942e-07	0
7.919999999999926e-09	1.5199344e-08	-0.07191049	0.74995476	2.739942e-07	0
7.929999999999926e-09	1.2774745e-08	-0.07191049	0.74995476	2.739942e-07	0
7.939999999999926e-09	1.1056127e-08	-0.07191049	0.74995476	2.739942e-07	0
7.949999999999926e-09	9.442178e-09	-0.07191049	0.74995476	2.739942e-07	0
7.959999999999925e-09	8.160228e-09	-0.07191049	0.74995476	2.739942e-07	0
7.969999999999925e-09	6.3406813e-09	-0.07191049	0.74995476	2.739942e-07	0
7.979999999999925e-09	3.7991197e-09	-0.07191049	0.74995476	2.739942e-07	0
7.989999999999925e-09	1.9649447e-09	-0.07191049	0.74995476	2.739942e-07	0
7.999999999999924e-09	1.7451837e-10	-0.07191049	0.74995476	2.739942e-07	0
8.009999999999924e-09	-9.520077e-10	-0.07191049	0.74995476	2.739942e-07	0
8.019999999999924e-09	-1.9293238e-09	-0.07191049	0.74995476	2.739942e-07	0
8.029999999999924e-09	-2.4054883e-09	-0.07191049	0.74995476	2.739942e-07	0
8.039999999999923e-09	-2.647724e-09	-0.07191049	0.74995476	2.739942e-07	0
8.049999999999923e-09	-3.2550505e-09	-0.07191049	0.74995476	2.739942e-07	0
8.059999999999923e-09	-3.5470233e-09	-0.07191049	0.74995476	2.739942e-07	0
8.069999999999923e-09	-4.051401e-09	-0.07191049	0.74995476	2.739942e-07	0
8.079999999999922e-09	-5.052022e-09	-0.07191049	0.74995476	2.739942e-07	0
8.089999999999922e-09	-6.7678236e-09	-0.07191049	0.74995476	2.739942e-07	0
8.099999999999922e-09	-7.144049e-09	-0.07191049	0.74995476	2.739942e-07	0
8.109999999999922e-09	-7.511148e-09	-0.07191049	0.74995476	2.739942e-07	0
8.119999999999922e-09	-6.4001937e-09	-0.07191049	0.74995476	2.739942e-07	0
8.129999999999921e-09	-4.27828e-09	-0.07191049	0.74995476	2.739942e-07	0
8.139999999999921e-09	-2.1762092e-09	-0.07191049	0.74995476	2.739942e-07	0
8.14999999999992e-09	4.3597258e-11	-0.07191049	0.74995476	2.739942e-07	0
8.15999999999992e-09	2.0110316e-09	-0.07191049	0.74995476	2.739942e-07	0
8.16999999999992e-09	2.6544547e-09	-0.07191049	0.74995476	2.739942e-07	0
8.17999999999992e-09	1.6847597e-09	-0.07191049	0.74995476	2.739942e-07	0
8.18999999999992e-09	1.2581101e-09	-0.07191049	0.74995476	2.739942e-07	0
8.19999999999992e-09	1.1755141e-09	-0.07191049	0.74995476	2.739942e-07	0
8.20999999999992e-09	8.9425634e-10	-0.07191049	0.74995476	2.739942e-07	0
8.219999999999919e-09	4.804689e-10	-0.07191049	0.74995476	2.739942e-07	0
8.229999999999919e-09	-5.348827e-10	-0.07191049	0.74995476	2.739942e-07	0
8.239999999999919e-09	-4.7764503e-10	-0.07191049	0.74995476	2.739942e-07	0
8.249999999999918e-09	-1.2016655e-09	-0.07191049	0.74995476	2.739942e-07	0
8.259999999999918e-09	-1.8459363e-09	-0.07191049	0.74995476	2.739942e-07	0
8.269999999999918e-09	-2.1632238e-09	-0.07191049	0.74995476	2.739942e-07	0
8.279999999999918e-09	-1.6686194e-09	-0.07191049	0.74995476	2.739942e-07	0
8.289999999999917e-09	-6.6396405e-10	-0.07191049	0.74995476	2.739942e-07	0
8.299999999999917e-09	3.2564296e-10	-0.07191049	0.74995476	2.739942e-07	0
8.309999999999917e-09	6.7606226e-10	-0.07191049	0.74995476	2.739942e-07	0
8.319999999999917e-09	1.8455096e-10	-0.07191049	0.74995476	2.739942e-07	0
8.329999999999916e-09	-1.8961593e-10	-0.07191049	0.74995476	2.739942e-07	0
8.339999999999916e-09	1.2785632e-10	-0.07191049	0.74995476	2.739942e-07	0
8.349999999999916e-09	1.7225459e-09	-0.07191049	0.74995476	2.739942e-07	0
8.359999999999916e-09	1.8549713e-09	-0.07191049	0.74995476	2.739942e-07	0
8.369999999999915e-09	1.7106805e-09	-0.07191049	0.74995476	2.739942e-07	0
8.379999999999915e-09	1.3801564e-09	-0.07191049	0.74995476	2.739942e-07	0
8.389999999999915e-09	1.7570023e-09	-0.07191049	0.74995476	2.739942e-07	0
8.399999999999915e-09	1.9327395e-09	-0.07191049	0.74995476	2.739942e-07	0
8.409999999999915e-09	6.024338e-10	-0.07191049	0.74995476	2.739942e-07	0
8.419999999999914e-09	-1.3508365e-10	-0.07191049	0.74995476	2.739942e-07	0
8.429999999999914e-09	-3.0610636e-10	-0.07191049	0.74995476	2.739942e-07	0
8.439999999999914e-09	1.1342846e-09	-0.07191049	0.74995476	2.739942e-07	0
8.449999999999914e-09	3.958552e-10	-0.07191049	0.74995476	2.739942e-07	0
8.459999999999913e-09	-3.4213415e-10	-0.07191049	0.74995476	2.739942e-07	0
8.469999999999913e-09	-1.7878335e-10	-0.07191049	0.74995476	2.739942e-07	0
8.479999999999913e-09	1.5973572e-10	-0.07191049	0.74995476	2.739942e-07	0
8.489999999999913e-09	-1.3122404e-09	-0.07191049	0.74995476	2.739942e-07	0
8.499999999999912e-09	-1.5365221e-09	-0.07191049	0.74995476	2.739942e-07	0
8.509999999999912e-09	-1.4632277e-09	-0.07191049	0.74995476	2.739942e-07	0
8.519999999999912e-09	-6.7948147e-10	-0.07191049	0.74995476	2.739942e-07	0
8.529999999999912e-09	-7.390505e-10	-0.07191049	0.74995476	2.739942e-07	0
8.539999999999911e-09	1.2539039e-10	-0.07191049	0.74995476	2.739942e-07	0
8.549999999999911e-09	1.0331951e-09	-0.07191049	0.74995476	2.739942e-07	0
8.559999999999911e-09	8.4478535e-10	-0.07191049	0.74995476	2.739942e-07	0
8.56999999999991e-09	5.573527e-10	-0.07191049	0.74995476	2.739942e-07	0
8.57999999999991e-09	1.7437388e-10	-0.07191049	0.74995476	2.739942e-07	0
8.58999999999991e-09	-4.773048e-10	-0.07191049	0.74995476	2.739942e-07	0
8.59999999999991e-09	-7.0540523e-10	-0.07191049	0.74995476	2.739942e-07	0
8.60999999999991e-09	7.040926e-11	-0.07191049	0.74995476	2.739942e-07	0
8.61999999999991e-09	1.0849478e-10	-0.07191049	0.74995476	2.739942e-07	0
8.62999999999991e-09	-7.0651505e-12	-0.07191049	0.74995476	2.739942e-07	0
8.639999999999909e-09	2.0324553e-11	-0.07191049	0.74995476	2.739942e-07	0
8.649999999999909e-09	2.748132e-10	-0.07191049	0.74995476	2.739942e-07	0
8.659999999999908e-09	7.334941e-10	-0.07191049	0.74995476	2.739942e-07	0
8.669999999999908e-09	5.047913e-10	-0.07191049	0.74995476	2.739942e-07	0
8.679999999999908e-09	6.061162e-10	-0.07191049	0.74995476	2.739942e-07	0
8.689999999999908e-09	-8.170277e-10	-0.07191049	0.74995476	2.739942e-07	0
8.699999999999908e-09	-1.3930784e-09	-0.07191049	0.74995476	2.739942e-07	0
8.709999999999907e-09	-1.5816769e-09	-0.07191049	0.74995476	2.739942e-07	0
8.719999999999907e-09	-2.3805913e-09	-0.07191049	0.74995476	2.739942e-07	0
8.729999999999907e-09	-2.3464184e-09	-0.07191049	0.74995476	2.739942e-07	0
8.739999999999907e-09	-1.8979414e-09	-0.07191049	0.74995476	2.739942e-07	0
8.749999999999906e-09	-1.7935539e-09	-0.07191049	0.74995476	2.739942e-07	0
8.759999999999906e-09	-8.5887986e-10	-0.07191049	0.74995476	2.739942e-07	0
8.769999999999906e-09	5.191515e-10	-0.07191049	0.74995476	2.739942e-07	0
8.779999999999906e-09	5.826874e-10	-0.07191049	0.74995476	2.739942e-07	0
8.789999999999905e-09	9.73703e-10	-0.07191049	0.74995476	2.739942e-07	0
8.799999999999905e-09	1.2652986e-09	-0.07191049	0.74995476	2.739942e-07	0
8.809999999999905e-09	1.1092365e-09	-0.07191049	0.74995476	2.739942e-07	0
8.819999999999905e-09	1.3422798e-09	-0.07191049	0.7499547	2.739942e-07	0
8.829999999999904e-09	1.4009593e-09	-0.07191049	0.74995476	2.739942e-07	0
8.839999999999904e-09	1.3981911e-09	-0.07191049	0.74995476	2.739942e-07	0
8.849999999999904e-09	5.526424e-10	-0.07191049	0.74995476	2.739942e-07	0
8.859999999999904e-09	3.557682e-10	-0.07191049	0.74995476	2.739942e-07	0
8.869999999999903e-09	-5.08872e-10	-0.07191049	0.74995476	2.739942e-07	0
8.879999999999903e-09	-8.719863e-10	-0.07191049	0.74995476	2.739942e-07	0
8.889999999999903e-09	-7.672703e-10	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
8.899999999999903e-09	-8.314843e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
8.909999999999902e-09	-5.4739735e-10	-0.07191049	0.74995476	2.739942e-07	0
8.919999999999902e-09	-9.346525e-11	-0.07191049	0.74995476	2.739942e-07	0
8.929999999999902e-09	2.6737484e-10	-0.07191049	0.74995476	2.739942e-07	0
8.939999999999902e-09	1.4031419e-10	-0.07191049	0.74995476	2.739942e-07	0
8.949999999999901e-09	8.7988355e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
8.959999999999901e-09	1.8120241e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
8.969999999999901e-09	3.4492315e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
8.9799999999999e-09	-9.210358e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
8.9899999999999e-09	-1.717128e-09	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
8.9999999999999e-09	-1.3779184e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.0099999999999e-09	-6.665964e-10	-0.07191049	0.74995476	2.739942e-07	0
9.0199999999999e-09	-6.012848e-10	-0.07191049	0.74995476	2.739942e-07	0
9.0299999999999e-09	1.800661e-10	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.0399999999999e-09	5.665511e-10	-0.07191049	0.7499547	2.739942e-07	0
9.049999999999899e-09	4.7636606e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.059999999999899e-09	1.4191875e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.069999999999899e-09	2.8160713e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.079999999999898e-09	-2.10446e-10	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.089999999999898e-09	2.592782e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.099999999999898e-09	6.1479705e-10	-0.07191049	0.7499547	2.739942e-07	0
9.109999999999898e-09	9.58844e-11	-0.07191049	0.74995476	2.739942e-07	0
9.119999999999897e-09	-1.1819428e-09	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.129999999999897e-09	-1.8872088e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.139999999999897e-09	-1.9392528e-09	-0.07191049	0.7499547	2.739942e-07	0
9.149999999999897e-09	-1.5894536e-09	-0.07191049	0.74995476	2.739942e-07	0
9.159999999999896e-09	-1.6442429e-09	-0.07191049	0.74995476	2.739942e-07	0
9.169999999999896e-09	-5.4968996e-10	-0.07191049	0.74995476	2.739942e-07	0
9.179999999999896e-09	-7.118225e-10	-0.07191049	0.74995476	2.739942e-07	0
9.189999999999896e-09	-9.082784e-10	-0.07191049	0.74995476	2.739942e-07	0
9.199999999999895e-09	-8.221179e-10	-0.07191049	0.74995476	2.739942e-07	0
9.209999999999895e-09	-6.1430006e-10	-0.07191049	0.74995476	2.739942e-07	0
9.219999999999895e-09	-1.4368261e-09	-0.07191049	0.7499547	2.739942e-07	0
9.229999999999895e-09	-1.2556076e-09	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.239999999999894e-09	-1.5901767e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.249999999999894e-09	-1.6868877e-09	-0.07191049	0.74995476	2.739942e-07	0
9.259999999999894e-09	-1.4926644e-09	-0.07191049	0.74995476	2.739942e-07	0
9.269999999999894e-09	-1.0488983e-09	-0.07191049	0.74995476	2.739942e-07	0
9.279999999999894e-09	-3.5883033e-10	-0.07191049	0.74995476	2.739942e-07	0
9.289999999999893e-09	2.6357524e-11	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.299999999999893e-09	2.1221188e-11	-0.07191049	0.7499547	2.739942e-07	0
9.309999999999893e-09	2.0412352e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.319999999999893e-09	-4.6173873e-10	-0.07191049	0.74995476	2.739942e-07	0
9.329999999999892e-09	-6.779899e-11	-0.07191049	0.74995476	2.739942e-07	0
9.339999999999892e-09	8.25624e-11	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.349999999999892e-09	6.930293e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.359999999999892e-09	1.3422128e-09	-0.07191049	0.74995476	2.739942e-07	0
9.369999999999891e-09	1.4014231e-09	-0.07191049	0.74995476	2.739942e-07	0
9.379999999999891e-09	7.7543916e-10	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.389999999999891e-09	-7.381926e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.39999999999989e-09	-4.5581294e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.40999999999989e-09	-8.739756e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.41999999999989e-09	-6.653183e-10	-0.07191049	0.74995476	2.739942e-07	0
9.42999999999989e-09	-8.1246543e-10	-0.07191049	0.74995476	2.739942e-07	0
9.43999999999989e-09	-9.0538266e-10	-0.07191049	0.74995476	2.739942e-07	0
9.44999999999989e-09	-4.0869413e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.459999999999889e-09	4.683155e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.469999999999889e-09	5.308294e-10	-0.07191049	0.74995476	2.739942e-07	0
9.479999999999889e-09	4.1625417e-10	-0.07191049	0.74995476	2.739942e-07	0
9.489999999999888e-09	7.348626e-10	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.499999999999888e-09	1.2090936e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.509999999999888e-09	1.0500718e-09	-0.07191049	0.74995476	2.739942e-07	0
9.519999999999888e-09	1.0000074e-09	-0.07191049	0.74995476	2.739942e-07	0
9.529999999999887e-09	1.6600042e-09	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.539999999999887e-09	1.4578307e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.549999999999887e-09	9.830904e-11	-0.07191049	0.74995476	2.739942e-07	0
9.559999999999887e-09	-1.0851956e-09	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.569999999999887e-09	-8.2927254e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.579999999999886e-09	-1.1938288e-09	-0.07191049	0.74995476	2.739942e-07	0
9.589999999999886e-09	-1.0590301e-09	-0.07191049	0.74995476	2.739942e-07	0
9.599999999999886e-09	-7.455441e-10	-0.07191049	0.74995476	2.739942e-07	0
9.609999999999886e-09	6.335277e-10	-0.07191049	0.74995476	2.739942e-07	0
9.619999999999885e-09	1.2917453e-10	-0.07191049	0.74995476	2.739942e-07	0
9.629999999999885e-09	-6.180283e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.639999999999885e-09	-7.798699e-10	-0.07191049	0.74995476	2.739942e-07	0
9.649999999999885e-09	-1.1455439e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.659999999999884e-09	-7.1105527e-10	-0.07191049	0.74995476	2.739942e-07	0
9.669999999999884e-09	-5.983466e-10	-0.07191049	0.74995476	2.739942e-07	0
9.679999999999884e-09	-5.569762e-10	-0.07191049	0.7499547	2.739942e-07	0
9.689999999999884e-09	-3.2224753e-10	-0.07191049	0.74995476	2.739942e-07	0
9.699999999999883e-09	5.376884e-10	-0.07191049	0.74995476	2.739942e-07	0
9.709999999999883e-09	7.4526557e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.719999999999883e-09	1.3057753e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.729999999999883e-09	-8.841009e-10	-0.07191049	0.74995476	2.739942e-07	0
9.739999999999882e-09	-3.141157e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.749999999999882e-09	3.1050382e-10	-0.07191049	0.74995476	2.739942e-07	0
9.759999999999882e-09	-2.6141816e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.769999999999882e-09	-7.935276e-10	-0.07191049	0.74995476	2.739942e-07	0
9.779999999999881e-09	-4.4407084e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.789999999999881e-09	-1.0109419e-09	-0.07191049	0.74995476	2.739942e-07	0
9.799999999999881e-09	-1.5828587e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.80999999999988e-09	-1.4366849e-09	-0.07191049	0.74995476	2.739942e-07	0
9.81999999999988e-09	-1.2962499e-09	-0.07191049	0.74995476	2.739942e-07	0
9.82999999999988e-09	-1.0601111e-09	-0.07191049	0.74995476	2.739942e-07	0
9.83999999999988e-09	-7.8142337e-10	-0.07191049	0.74995476	2.739942e-07	0
9.84999999999988e-09	-4.383078e-10	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.85999999999988e-09	-1.287557e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.86999999999988e-09	3.1638842e-10	-0.07191049	0.74995476	2.739942e-07	0
9.879999999999879e-09	-4.8641573e-11	-0.07191049	0.74995476	2.739942e-07	0
9.889999999999879e-09	-9.94484e-10	-0.07191049	0.74995476	2.739942e-07	0
9.899999999999879e-09	-1.9363442e-09	-0.07191049	0.74995476	2.739942e-07	-0.00076293945
9.909999999999878e-09	-8.1012774e-10	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.919999999999878e-09	-1.0822991e-09	-0.07191049	0.74995476	2.739942e-07	0
9.929999999999878e-09	-1.612324e-09	-0.07191049	0.74995476	2.739942e-07	0
9.939999999999878e-09	-1.8951565e-09	-0.07191049	0.7499547	2.739942e-07	-0.00076293945
9.949999999999877e-09	-2.3209712e-09	-0.07191049	0.74995476	2.739942e-07	0.00076293945
9.959999999999877e-09	-1.8118064e-09	-0.07191049	0.74995476	2.739942e-07	0
9.969999999999877e-09	-8.549956e-10	-0.07191049	0.74995476	2.739942e-07	0
9.979999999999877e-09	4.32259e-10	-0.07191049	0.74995476	2.739942e-07	0
9.989999999999876e-09	4.5968443e-10	-0.07191049	0.74995476	2.739942e-07	0
9.999999999999876e-09	1.1016712e-09	-0.07191049	0.7499547	2.739942e-07	0
